,'userID','songID','rating'
226,22,75168,3
227,22,82370,3
228,22,85097,3
229,22,116676,3
230,23,10823,5
231,23,34452,3
232,23,49407,5
233,23,50981,3
234,23,66425,4
235,23,93117,2
236,23,98836,2
237,23,108910,4
238,23,120077,3
239,23,128018,4
240,24,9076,5
241,24,16681,4
242,24,17699,4
243,24,46471,2
244,24,49687,3
245,24,56417,3
246,24,70429,2
247,24,86767,2
248,24,99315,4
249,24,99513,2
250,25,1652,2
251,25,3418,4
252,25,14203,5
253,25,46039,2
254,25,49613,1
255,25,93305,1
256,25,105962,1
257,25,119595,1
258,25,128871,1
259,25,135792,1
260,26,1774,4
261,26,5618,3
262,26,14078,4
263,26,33450,1
264,26,46382,1
265,26,58231,1
266,26,67823,3
267,26,100537,1
268,26,105791,1
269,26,131570,1
270,27,13683,2
271,27,23902,1
272,27,44741,5
273,27,50390,5
274,27,53405,5
275,27,97661,5
276,27,109255,4
277,27,111339,2
278,27,126468,1
279,27,130344,5
280,28,19306,3
281,28,36826,3
282,28,72468,3
283,28,75521,4
284,28,92099,3
285,28,95912,1
286,28,113269,3
287,28,127798,3
288,28,129234,1
289,28,134207,1
290,29,1244,1
291,29,2533,2
292,29,47145,1
293,29,54516,5
294,29,62805,3
295,29,71531,5
296,29,75259,2
297,29,77718,1
298,29,112478,1
299,29,135481,5
300,30,5044,5
301,30,24277,5
302,30,50933,5
303,30,57467,4
304,30,91230,5
305,30,92211,4
306,30,92856,4
307,30,95154,5
308,30,112912,5
309,30,115578,5
310,31,1815,5
311,31,17355,5
312,31,35350,5
313,31,40816,1
314,31,50150,5
315,31,50836,5
316,31,75128,1
317,31,76367,1
318,31,79622,1
319,31,99550,5
320,32,5428,5
321,32,16826,4
322,32,32137,5
323,32,40359,5
324,32,51899,4
325,32,57846,4
326,32,81764,4
327,32,107680,3
328,32,110452,5
329,32,134032,2
330,33,15301,5
331,33,18706,3
332,33,41345,5
333,33,73686,5
334,33,75953,5
335,33,86341,4
336,33,90915,4
337,33,106768,5
338,33,116608,4
339,33,135481,4
340,34,29186,5
341,34,61166,4
342,34,64603,4
343,34,76594,4
344,34,77314,5
345,34,103561,4
346,34,105448,5
347,34,110735,4
348,34,127733,4
349,34,131146,4
350,35,9071,5
351,35,14188,4
352,35,33028,4
353,35,33549,1
354,35,43745,5
355,35,59960,4
356,35,60917,3
357,35,77048,1
358,35,117586,1
359,35,134279,5
360,36,21651,2
361,36,39010,3
362,36,40233,3
363,36,54907,4
364,36,87638,3
365,36,95534,3
366,36,97620,2
367,36,119106,4
368,36,131967,3
369,36,132680,3
370,37,1457,2
371,37,8276,2
372,37,14435,2
373,37,25316,4
374,37,50428,3
375,37,85046,2
376,37,102759,4
377,37,123625,2
378,37,126422,3
379,37,131187,3
380,38,8750,5
381,38,37065,4
382,38,39813,5
383,38,56680,5
384,38,66287,5
385,38,88202,3
386,38,93088,4
387,38,112595,4
388,38,113367,4
389,38,121401,5
390,39,8644,1
391,39,12188,4
392,39,27653,1
393,39,36661,3
394,39,55122,3
395,39,77516,3
396,39,96257,3
397,39,102164,3
398,39,103879,2
399,39,120008,3
400,40,17585,5
401,40,52585,5
402,40,66799,5
403,40,79614,1
404,40,97148,1
405,40,98606,5
406,40,101960,1
407,40,115901,5
408,40,127588,5
409,40,131048,5
410,41,5330,1
411,41,23439,4
412,41,29559,1
413,41,79249,1
414,41,91576,1
415,41,103449,1
416,41,114925,1
417,41,128979,4
418,41,130438,1
419,41,133270,1
420,42,15444,5
421,42,32159,5
422,42,39919,5
423,42,49202,3
424,42,92923,5
425,42,96641,2
426,42,101959,5
427,42,107562,4
428,42,121423,5
429,42,134785,5
430,43,4908,5
431,43,27255,5
432,43,36698,5
433,43,72465,5
434,43,91987,5
435,43,120517,5
436,43,124472,5
437,43,132292,5
438,43,134189,5
439,43,136449,5
440,44,5772,5
441,44,37325,5
442,44,54877,5
443,44,79184,5
444,44,79702,4
445,44,82864,5
446,44,95775,5
447,44,100894,3
448,44,117566,5
449,44,132603,5
450,45,7667,5
451,45,19849,5
452,45,21117,5
453,45,44396,5
454,45,61038,5
455,45,69524,1
456,45,83141,5
457,45,100059,5
458,45,102012,5
459,45,118550,5
460,46,35350,4
461,46,39529,3
462,46,41139,5
463,46,41934,3
464,46,43579,3
465,46,72017,5
466,46,76003,4
467,46,92547,4
468,46,93231,5
469,46,108115,4
470,47,2135,1
471,47,13773,2
472,47,25820,1
473,47,81153,5
474,47,100995,5
475,47,103028,3
476,47,119449,4
477,47,123460,4
478,47,123813,2
479,47,134954,5
480,48,4043,3
481,48,16790,4
482,48,44762,5
483,48,48464,4
484,48,78252,3
485,48,104392,2
486,48,104559,3
487,48,111709,2
488,48,132768,2
489,48,135789,2
490,49,866,1
491,49,14467,3
492,49,16740,5
493,49,17888,1
494,49,42906,1
495,49,50213,2
496,49,114432,1
497,49,116754,1
498,49,129334,4
499,49,130194,4
500,50,10119,1
501,50,11525,5
502,50,18051,5
503,50,23124,1
504,50,26305,5
505,50,54335,5
506,50,58178,4
507,50,97838,5
508,50,117717,5
509,50,127795,5
510,51,10935,1
511,51,26831,5
512,51,27074,4
513,51,27099,5
514,51,79249,1
515,51,80280,1
516,51,98844,1
517,51,109098,5
518,51,115099,1
519,51,119034,1
520,52,20577,5
521,52,35211,1
522,52,38764,2
523,52,47788,2
524,52,70725,1
525,52,70875,1
526,52,110801,1
527,52,120378,1
528,52,128007,3
529,52,135193,2
530,53,12102,1
531,53,12773,3
532,53,36680,4
533,53,54042,4
534,53,55622,1
535,53,63893,1
536,53,68675,1
537,53,111212,3
538,53,115912,1
539,53,136479,2
540,54,2245,5
541,54,9065,2
542,54,13651,1
543,54,17511,2
544,54,22138,3
545,54,30893,2
546,54,37249,3
547,54,101734,2
548,54,105189,4
549,54,119389,2
550,55,1048,1
551,55,10773,1
552,55,41672,2
553,55,47711,3
554,55,66638,1
555,55,70362,4
556,55,82094,2
557,55,118909,2
558,55,119103,2
559,55,136076,3
560,56,1840,5
561,56,7923,5
562,56,13417,5
563,56,32126,3
564,56,57841,5
565,56,63497,5
566,56,77182,5
567,56,78868,5
568,56,111101,5
569,56,122702,3
570,57,5542,5
571,57,12447,5
572,57,19690,5
573,57,27937,5
574,57,47261,5
575,57,65671,5
576,57,70745,3
577,57,76051,5
578,57,105433,5
579,57,123909,5
580,58,15503,3
581,58,24033,2
582,58,32274,4
583,58,33558,1
584,58,49784,1
585,58,99702,4
586,58,105433,5
587,58,106513,5
588,58,111322,1
589,58,124762,1
590,59,14312,5
591,59,26302,2
592,59,38756,1
593,59,52137,5
594,59,68339,5
595,59,68572,5
596,59,70786,2
597,59,90176,3
598,59,94971,5
599,59,105567,1
600,60,18558,1
601,60,18605,3
602,60,46551,5
603,60,58701,1
604,60,66975,1
605,60,78786,1
606,60,93928,1
607,60,118129,1
608,60,124911,3
609,60,128554,1
610,61,4881,5
611,61,11539,1
612,61,12725,5
613,61,65816,5
614,61,68083,5
615,61,76362,5
616,61,78695,5
617,61,82398,5
618,61,106217,3
619,61,127768,5
620,62,1048,5
621,62,5674,4
622,62,19318,4
623,62,41838,3
624,62,66621,5
625,62,82156,5
626,62,99627,4
627,62,101984,4
628,62,112783,1
629,62,131736,3
630,63,15251,1
631,63,16322,5
632,63,29899,1
633,63,43525,1
634,63,46588,1
635,63,49904,1
636,63,97148,1
637,63,109406,1
638,63,117710,1
639,63,130969,1
640,64,17426,4
641,64,39488,4
642,64,47332,5
643,64,61035,5
644,64,65696,5
645,64,73324,5
646,64,84891,3
647,64,100213,4
648,64,114762,2
649,64,117748,5
650,65,6516,5
651,65,9694,1
652,65,20233,5
653,65,39301,5
654,65,43266,5
655,65,113669,5
656,65,114770,5
657,65,115265,3
658,65,119413,5
659,65,129125,5
660,66,17355,5
661,66,25607,1
662,66,25869,3
663,66,34380,2
664,66,34566,1
665,66,56192,1
666,66,101121,3
667,66,112023,4
668,66,123403,3
669,66,125401,2
670,67,13938,5
671,67,26850,4
672,67,30664,3
673,67,52309,2
674,67,56069,2
675,67,76691,3
676,67,89044,3
677,67,90562,3
678,67,90578,3
679,67,101998,5
680,68,15430,5
681,68,31660,3
682,68,36657,1
683,68,55446,3
684,68,60465,1
685,68,62332,1
686,68,74803,1
687,68,82342,2
688,68,103263,2
689,68,110142,1
690,69,926,5
691,69,36341,5
692,69,37939,4
693,69,43428,5
694,69,66869,5
695,69,67506,5
696,69,72734,4
697,69,83517,5
698,69,83777,5
699,69,122703,5
700,70,1831,5
701,70,1898,5
702,70,14956,5
703,70,30952,4
704,70,43021,4
705,70,45839,3
706,70,68057,5
707,70,68629,4
708,70,81941,4
709,70,105702,5
710,71,11922,2
711,71,21952,5
712,71,33584,4
713,71,56460,4
714,71,58534,1
715,71,72964,5
716,71,75762,4
717,71,86937,5
718,71,88023,4
719,71,95405,5
720,72,15503,5
721,72,19920,3
722,72,39258,4
723,72,51388,3
724,72,51633,5
725,72,53570,1
726,72,84625,1
727,72,108255,4
728,72,123130,4
729,72,127672,4
730,73,14752,5
731,73,25603,4
732,73,27223,4
733,73,35972,1
734,73,38550,5
735,73,59014,1
736,73,71582,4
737,73,74640,4
738,73,109683,3
739,73,122545,5
740,74,18834,3
741,74,24317,5
742,74,36752,3
743,74,61564,1
744,74,72357,3
745,74,93546,3
746,74,111990,1
747,74,119573,1
748,74,134456,1
749,74,135217,1
750,75,9317,2
751,75,16716,1
752,75,38174,4
753,75,47762,4
754,75,60936,5
755,75,63514,2
756,75,69291,3
757,75,79004,3
758,75,87688,1
759,75,99279,5
760,76,22432,3
761,76,39362,5
762,76,55533,1
763,76,64877,5
764,76,84689,5
765,76,95789,5
766,76,109752,5
767,76,111043,4
768,76,128758,5
769,76,129625,5
770,77,7976,3
771,77,29274,5
772,77,60568,5
773,77,76633,1
774,77,76873,5
775,77,78530,5
776,77,88226,5
777,77,95789,5
778,77,97799,5
779,77,109372,5
780,78,23686,2
781,78,26339,4
782,78,47382,1
783,78,48344,4
784,78,67010,1
785,78,71586,1
786,78,78456,4
787,78,98761,1
788,78,116917,4
789,78,134076,3
790,79,2291,5
791,79,19248,3
792,79,19984,5
793,79,21561,3
794,79,49507,3
795,79,62450,4
796,79,65444,4
797,79,90680,2
798,79,112052,4
799,79,129353,3
800,80,18161,4
801,80,28985,5
802,80,41102,5
803,80,55622,5
804,80,74793,4
805,80,75248,5
806,80,81638,5
807,80,119136,2
808,80,119332,4
809,80,134149,2
810,81,1826,3
811,81,8658,2
812,81,37201,2
813,81,62770,3
814,81,72693,1
815,81,82804,1
816,81,83489,3
817,81,96037,1
818,81,128445,2
819,81,130700,5
820,82,4146,3
821,82,6248,4
822,82,25774,2
823,82,26107,2
824,82,39847,3
825,82,84964,4
826,82,85111,2
827,82,97566,4
828,82,99374,2
829,82,113891,4
830,83,17227,1
831,83,22763,1
832,83,25556,1
833,83,74249,1
834,83,102784,5
835,83,106968,5
836,83,108430,1
837,83,124048,5
838,83,124219,1
839,83,136196,1
840,84,54555,4
841,84,58341,4
842,84,69564,4
843,84,71373,4
844,84,77424,5
845,84,109261,5
846,84,113895,4
847,84,114323,5
848,84,126303,5
849,84,127935,5
850,85,911,4
851,85,43267,4
852,85,71566,5
853,85,76598,4
854,85,82842,5
855,85,83473,4
856,85,84307,3
857,85,91575,4
858,85,93719,3
859,85,114298,3
860,86,1132,5
861,86,19477,5
862,86,38397,1
863,86,46790,1
864,86,49029,2
865,86,54776,5
866,86,58246,5
867,86,75053,2
868,86,83932,2
869,86,122243,5
870,87,3685,5
871,87,8505,5
872,87,17312,5
873,87,40738,4
874,87,41861,5
875,87,69514,4
876,87,82302,5
877,87,90699,5
878,87,127373,5
879,87,128487,4
880,88,3199,2
881,88,29721,4
882,88,33164,1
883,88,73607,2
884,88,85137,1
885,88,94141,3
886,88,118295,3
887,88,119697,1
888,88,128481,1
889,88,135764,2
890,89,18161,3
891,89,30268,3
892,89,42913,3
893,89,55418,3
894,89,76842,4
895,89,82781,2
896,89,95963,2
897,89,106318,2
898,89,133521,2
899,89,133826,4
900,90,19593,5
901,90,26608,5
902,90,57317,5
903,90,65128,5
904,90,68234,5
905,90,68900,5
906,90,71021,5
907,90,77182,5
908,90,119136,5
909,90,135532,5
910,91,3058,1
911,91,28056,1
912,91,29808,5
913,91,31244,3
914,91,37963,4
915,91,45960,3
916,91,56336,5
917,91,66767,2
918,91,72656,5
919,91,103889,5
920,92,12568,5
921,92,19290,5
922,92,54042,1
923,92,75632,1
924,92,89148,3
925,92,114925,1
926,92,118870,3
927,92,129226,5
928,92,130360,5
929,92,130458,3
930,93,43266,5
931,93,54776,5
932,93,62345,3
933,93,73622,5
934,93,94132,3
935,93,101274,5
936,93,108424,5
937,93,114998,3
938,93,116763,4
939,93,119136,1
940,94,10209,5
941,94,35432,3
942,94,37393,5
943,94,59552,4
944,94,78724,5
945,94,81952,4
946,94,92523,3
947,94,95712,2
948,94,114597,5
949,94,117574,5
950,95,2909,1
951,95,10296,2
952,95,10714,1
953,95,23157,1
954,95,62570,1
955,95,76861,1
956,95,98746,1
957,95,103714,1
958,95,109527,1
959,95,135019,1
960,96,1395,5
961,96,34580,4
962,96,65628,4
963,96,83658,5
964,96,97148,5
965,96,99026,5
966,96,110210,5
967,96,116571,4
968,96,118310,3
969,96,130151,5
970,97,578,5
971,97,2705,5
972,97,27222,5
973,97,44970,5
974,97,53477,4
975,97,74452,5
976,97,75443,5
977,97,113954,5
978,97,118080,4
979,97,128871,5
980,98,15938,2
981,98,17742,3
982,98,26302,5
983,98,26374,5
984,98,44545,5
985,98,54174,5
986,98,96449,3
987,98,103398,4
988,98,111316,5
989,98,114810,5
990,99,28592,5
991,99,29177,5
992,99,54776,2
993,99,67017,5
994,99,89164,5
995,99,89919,5
996,99,102812,5
997,99,103291,5
998,99,108323,5
999,99,120880,5
1000,100,5314,1
1001,100,8158,4
1002,100,9227,1
1003,100,26943,1
1004,100,40710,5
1005,100,58906,5
1006,100,119716,1
1007,100,120836,5
1008,100,130132,1
1009,100,130522,5
1010,101,4866,1
1011,101,46103,5
1012,101,62332,5
1013,101,64918,5
1014,101,74608,1
1015,101,86668,1
1016,101,88424,1
1017,101,111082,1
1018,101,121314,5
1019,101,124863,5
1020,102,21703,4
1021,102,23407,5
1022,102,34006,1
1023,102,35316,3
1024,102,41203,5
1025,102,45756,5
1026,102,66813,2
1027,102,95334,2
1028,102,98606,4
1029,102,119974,4
1030,103,40037,1
1031,103,51615,3
1032,103,52611,4
1033,103,58208,1
1034,103,63599,4
1035,103,83991,4
1036,103,84334,5
1037,103,95489,3
1038,103,100981,2
1039,103,129203,4
1040,104,19105,4
1041,104,22521,1
1042,104,53410,3
1043,104,70442,5
1044,104,73282,1
1045,104,98808,1
1046,104,101848,3
1047,104,113095,5
1048,104,116846,5
1049,104,129319,1
1050,105,30739,5
1051,105,31095,5
1052,105,60943,5
1053,105,99060,5
1054,105,101327,5
1055,105,109437,5
1056,105,124398,5
1057,105,131018,5
1058,105,134015,5
1059,105,134572,5
1060,106,1852,4
1061,106,33029,1
1062,106,34718,1
1063,106,49739,1
1064,106,53076,4
1065,106,60424,1
1066,106,67762,1
1067,106,81033,2
1068,106,127590,1
1069,106,129884,3
1070,107,9837,4
1071,107,17227,1
1072,107,22807,3
1073,107,63101,5
1074,107,64045,5
1075,107,79323,1
1076,107,97414,1
1077,107,101719,4
1078,107,107324,5
1079,107,126757,5
1080,108,12714,5
1081,108,15041,5
1082,108,27013,5
1083,108,40166,5
1084,108,42099,5
1085,108,61296,1
1086,108,81086,5
1087,108,87894,5
1088,108,107709,5
1089,108,133883,5
1090,109,16794,3
1091,109,17746,3
1092,109,29356,3
1093,109,55240,5
1094,109,62250,4
1095,109,67119,4
1096,109,92881,3
1097,109,97414,3
1098,109,105265,3
1099,109,124832,4
1100,110,22746,4
1101,110,28102,1
1102,110,63017,5
1103,110,68572,4
1104,110,71582,5
1105,110,83991,3
1106,110,90915,5
1107,110,101890,5
1108,110,113227,1
1109,110,114846,1
1110,111,14372,5
1111,111,33512,5
1112,111,42099,5
1113,111,55802,5
1114,111,71605,5
1115,111,83676,5
1116,111,93047,5
1117,111,95463,5
1118,111,106317,5
1119,111,129927,5
1120,112,14933,5
1121,112,19290,5
1122,112,25602,2
1123,112,45212,2
1124,112,53378,3
1125,112,80450,5
1126,112,98459,4
1127,112,108643,5
1128,112,130850,3
1129,112,135135,2
1130,113,2798,5
1131,113,6337,5
1132,113,41748,5
1133,113,44466,5
1134,113,74247,1
1135,113,93703,4
1136,113,115082,1
1137,113,116053,3
1138,113,119577,5
1139,113,126757,5
1140,114,2552,5
1141,114,3987,2
1142,114,16548,4
1143,114,31496,5
1144,114,41963,4
1145,114,44617,2
1146,114,60994,5
1147,114,74249,5
1148,114,85295,2
1149,114,88672,1
1150,115,12408,1
1151,115,22536,1
1152,115,56440,5
1153,115,62954,1
1154,115,75059,4
1155,115,75422,1
1156,115,87697,2
1157,115,103962,1
1158,115,107772,1
1159,115,132386,2
1160,116,11679,1
1161,116,15635,2
1162,116,24303,1
1163,116,69569,2
1164,116,74342,3
1165,116,75956,1
1166,116,96122,2
1167,116,103401,1
1168,116,107927,1
1169,116,111606,3
1170,117,2126,4
1171,117,16719,5
1172,117,38102,5
1173,117,62727,4
1174,117,63701,5
1175,117,89635,5
1176,117,95064,5
1177,117,117478,1
1178,117,123914,5
1179,117,127814,5
1180,118,39479,4
1181,118,49904,3
1182,118,50101,4
1183,118,62400,4
1184,118,69336,4
1185,118,72017,1
1186,118,73503,1
1187,118,78677,4
1188,118,91657,3
1189,118,114408,4
1190,119,259,1
1191,119,4381,3
1192,119,14648,2
1193,119,52341,3
1194,119,56750,1
1195,119,61853,3
1196,119,63546,5
1197,119,79357,3
1198,119,86615,3
1199,119,121294,5
1200,120,6337,5
1201,120,13873,5
1202,120,41672,5
1203,120,47587,5
1204,120,62419,5
1205,120,66758,5
1206,120,103137,5
1207,120,112023,4
1208,120,116995,5
1209,120,134074,5
1210,121,7633,1
1211,121,21147,3
1212,121,28392,1
1213,121,77476,1
1214,121,80557,2
1215,121,94305,1
1216,121,95665,5
1217,121,103319,2
1218,121,129857,1
1219,121,131131,5
1220,122,13843,1
1221,122,16794,1
1222,122,60465,1
1223,122,60888,1
1224,122,77916,1
1225,122,79451,1
1226,122,92423,1
1227,122,105742,1
1228,122,122497,1
1229,122,123794,1
1230,123,16578,3
1231,123,32275,4
1232,123,68033,4
1233,123,77264,5
1234,123,87233,5
1235,123,92107,4
1236,123,96373,5
1237,123,111524,5
1238,123,121968,5
1239,123,126801,4
1240,124,11855,4
1241,124,28547,5
1242,124,33079,4
1243,124,57231,4
1244,124,107562,5
1245,124,119107,4
1246,124,120131,3
1247,124,122815,3
1248,124,125180,3
1249,124,130435,3
1250,125,4786,4
1251,125,8845,4
1252,125,29331,4
1253,125,52921,3
1254,125,73777,4
1255,125,80756,4
1256,125,91863,2
1257,125,109228,5
1258,125,113032,5
1259,125,120008,5
1260,126,7487,2
1261,126,14402,1
1262,126,19570,2
1263,126,19604,4
1264,126,82156,5
1265,126,104180,2
1266,126,113572,1
1267,126,113756,5
1268,126,118998,3
1269,126,122811,5
1270,127,10887,1
1271,127,19090,1
1272,127,22746,1
1273,127,26703,1
1274,127,50055,1
1275,127,51655,1
1276,127,70885,1
1277,127,93472,1
1278,127,104684,1
1279,127,122933,1
1280,128,12872,5
1281,128,35645,4
1282,128,51809,2
1283,128,52671,5
1284,128,58416,3
1285,128,90422,4
1286,128,91888,4
1287,128,114366,5
1288,128,118663,4
1289,128,128314,4
1290,129,25869,4
1291,129,45059,1
1292,129,50558,1
1293,129,55438,5
1294,129,58246,5
1295,129,67423,5
1296,129,73622,5
1297,129,74752,5
1298,129,75053,5
1299,129,114005,5
1300,130,26812,5
1301,130,38397,1
1302,130,41251,2
1303,130,43163,4
1304,130,61067,4
1305,130,74845,3
1306,130,82234,5
1307,130,86756,2
1308,130,110863,5
1309,130,120971,5
1310,131,4453,4
1311,131,17848,5
1312,131,67065,2
1313,131,74249,4
1314,131,92881,5
1315,131,96148,5
1316,131,103896,3
1317,131,113689,5
1318,131,124014,3
1319,131,132680,4
1320,132,910,5
1321,132,5861,1
1322,132,11396,5
1323,132,29424,1
1324,132,31050,1
1325,132,31803,1
1326,132,70017,4
1327,132,82112,1
1328,132,99741,5
1329,132,130353,5
1330,133,345,5
1331,133,413,5
1332,133,9681,1
1333,133,30173,5
1334,133,41513,5
1335,133,41672,3
1336,133,60193,1
1337,133,62447,2
1338,133,120727,1
1339,133,129203,5
1340,134,9362,1
1341,134,30967,2
1342,134,52379,1
1343,134,54042,3
1344,134,65693,1
1345,134,91888,1
1346,134,102843,5
1347,134,116881,3
1348,134,123897,2
1349,134,131414,5
1350,135,19235,4
1351,135,21543,2
1352,135,42109,4
1353,135,45375,2
1354,135,48168,5
1355,135,57692,4
1356,135,63270,2
1357,135,71036,3
1358,135,71395,5
1359,135,121729,2
1360,136,4943,1
1361,136,4976,5
1362,136,10867,5
1363,136,11912,3
1364,136,17410,3
1365,136,51936,4
1366,136,52280,5
1367,136,55360,5
1368,136,89912,2
1369,136,113452,5
1370,137,8063,2
1371,137,20540,3
1372,137,43022,5
1373,137,44885,2
1374,137,46271,3
1375,137,51469,4
1376,137,61480,5
1377,137,63638,5
1378,137,76071,4
1379,137,97767,5
1380,138,20546,5
1381,138,47442,5
1382,138,55058,1
1383,138,64009,5
1384,138,75173,5
1385,138,77710,1
1386,138,80612,1
1387,138,125674,2
1388,138,128197,5
1389,138,135135,4
1390,139,12180,1
1391,139,19102,4
1392,139,21255,5
1393,139,27636,5
1394,139,38282,5
1395,139,41413,4
1396,139,83543,5
1397,139,90454,4
1398,139,93573,1
1399,139,98767,5
1400,140,4453,5
1401,140,17032,5
1402,140,20274,5
1403,140,21608,5
1404,140,33101,5
1405,140,65128,5
1406,140,80060,5
1407,140,81748,5
1408,140,88890,5
1409,140,124296,5
1410,141,10472,5
1411,141,13094,5
1412,141,42941,5
1413,141,45472,5
1414,141,54456,5
1415,141,59634,5
1416,141,70804,5
1417,141,106571,5
1418,141,123041,5
1419,141,132640,5
1420,142,9021,5
1421,142,12894,5
1422,142,40712,5
1423,142,57230,5
1424,142,74883,5
1425,142,79224,5
1426,142,126106,5
1427,142,126300,5
1428,142,130107,5
1429,142,132944,3
1430,143,911,4
1431,143,6248,5
1432,143,22746,1
1433,143,61240,4
1434,143,71631,5
1435,143,94196,4
1436,143,94977,4
1437,143,95432,4
1438,143,121535,4
1439,143,127717,4
1440,144,9539,5
1441,144,17962,1
1442,144,30049,5
1443,144,45839,2
1444,144,67179,5
1445,144,82156,5
1446,144,89139,5
1447,144,103693,2
1448,144,129123,4
1449,144,135212,5
1450,145,14451,1
1451,145,17320,5
1452,145,54152,5
1453,145,58725,5
1454,145,82743,1
1455,145,92881,5
1456,145,95484,5
1457,145,95670,1
1458,145,100676,1
1459,145,101523,1
1460,146,33450,2
1461,146,58867,3
1462,146,61102,2
1463,146,67895,4
1464,146,68215,2
1465,146,76312,2
1466,146,83760,2
1467,146,115244,2
1468,146,122632,3
1469,146,133445,2
1470,147,15769,5
1471,147,18937,5
1472,147,24029,5
1473,147,47481,5
1474,147,62099,5
1475,147,83695,5
1476,147,88167,5
1477,147,117742,5
1478,147,125956,5
1479,147,127672,5
1480,148,15487,5
1481,148,77004,5
1482,148,82448,5
1483,148,82822,5
1484,148,103239,5
1485,148,106337,5
1486,148,109813,5
1487,148,114925,5
1488,148,119781,5
1489,148,134163,5
1490,149,12331,5
1491,149,13644,5
1492,149,35186,4
1493,149,40380,5
1494,149,40886,4
1495,149,47566,5
1496,149,52610,5
1497,149,65207,5
